Route,Incident,Location,Day,Hour,Month
64,Operations - Operator,BIRCHMOUNT GARAGE,Saturday,17,1
129,Collision - TTC,KENNEDY AND MUNHAM,Thursday,18,5
52,Mechanical,LAWRENCE AND JANE,Friday,17,9
37,Mechanical,ISLINGTON AND STEELES,Monday,15,5
63,Collision - TTC,OSSINGTON AND LEEDS,Tuesday,9,4
111,Mechanical,KIPLING STATION,Tuesday,14,7
45,Collision - TTC,KIPLING AND EGLINTON,Friday,21,3
37,Collision - TTC,ISLINGTON AND BLOOR,Saturday,18,8
29,Mechanical,DUFFERIN AND ST CLAIR,Friday,10,6
84,Mechanical,BRADSTOCK AND WESTON,Monday,22,4
51,Operations - Operator,YONGE AND 401,Tuesday,5,3
32,Collision - TTC,EGLINTON AND SCARLETT,Monday,16,5
24,Utilized Off Route,VICTORIA PARK STATION,Friday,14,6
48,Mechanical,ANGLESEY AND THE KINGS,Thursday,5,4
100,Operations - Operator,GATEWAY AND DON MILLS,Tuesday,10,3
96,Operations - Operator,WILSON STATION,Tuesday,21,3
95,Operations - Operator,ELLESMERE AND ORTON,Wednesday,21,6
94,Utilized Off Route,427 BLOOR EAST,Tuesday,18,8
960,Operations - Operator,STEELES AND HIGHWAT 27,Friday,6,9
66,Mechanical,OLD MILL STATION,Saturday,14,8
22,Operations - Operator,COXWELL STATION,Monday,9,2
925,Collision - TTC,BROADVIEW STATION,Wednesday,15,8
43,Operations - Operator,KENNEDY STATION,Tuesday,18,2
165,Mechanical,WILSON AND JULIAN,Tuesday,10,2
25,Utilized Off Route,PAPE STATION,Sunday,20,2
39,Mechanical,FINCH AND MCCOWAN,Friday,15,8
927,Operations - Operator,HUMBER COLLEGE,Tuesday,15,5
36,Mechanical,FINCH AND KEELE,Thursday,18,4
64,Cleaning - Unsanitary,MAIN STREET STATION,Friday,20,7
94,Mechanical,OSSINGTON STATION,Tuesday,16,6
925,Collision - TTC,OVERLEA AND THORNCLIFF,Tuesday,17,9
7,Operations - Operator,BATHURST AND LONSDALE,Saturday,22,5
35,Utilized Off Route,JANE AND ST.JOHN'S,Monday,16,4
114,Collision - TTC,CHURCH AND KING,Saturday,13,9
21,Mechanical,TRITON AND BRIMLEY,Thursday,10,6
7,Security,BATHURST STATION,Friday,20,3
960,Mechanical,STEELES AND KEELE,Wednesday,17,9
25,Collision - TTC,DON MILLS AND OVERLEA,Saturday,22,1
122,Security,YORK MILLS AND BANBURY,Monday,11,3
116,Emergency Services,MORNINGSIDE AND FINCH,Monday,22,6
939,Collision - TTC,FINCH AND BIRCHMOUNT,Thursday,13,9
110,Mechanical,BLOOR WEST AND ISLINGT,Wednesday,15,6
121,Operations - Operator,FRONT AND PARLIAMENT,Tuesday,22,1
116,Mechanical,MORNINGSIDE AND NIGHTS,Saturday,9,7
71,Operations - Operator,RUNNYMEDE STATION,Wednesday,7,1
133,Security,FINCH AND MORNINGSIDE,Friday,18,1
34,Operations - Operator,KENNEDY STATION,Thursday,15,6
74,Operations - Operator,MOUNT PLEASANT AND LAW,Sunday,18,8
29,Utilized Off Route,WILSON STATION,Tuesday,21,6
24,Security,VICTORIA PARK STATION,Saturday,20,5
100,Operations - Operator,BROADVIEW STATION,Tuesday,14,5
53,Utilized Off Route,FINCH STATION,Friday,5,3
84,Mechanical,BRADSTOCK AND WESTON,Tuesday,6,3
925,Security,BROADVIEW AND TORRENS,Thursday,15,6
45,Vision,KIPLING STATION,Wednesday,12,4
54,Emergency Services,LAWRENCE AND KENNEDY,Thursday,18,4
902,Operations - Operator,MARKHAM AND FINCH,Thursday,14,3
79,Operations - Operator,SCARLETT AND FOXWELL,Monday,16,7
939,Mechanical,MCCOWAN AND NUGGET,Monday,20,4
996,Mechanical,YORK MILLS AND LESLIE,Friday,14,6
84,Mechanical,SHEPPARD AND KEELE,Tuesday,0,7
52,Cleaning - Unsanitary,LAWRENCE WEST STATION,Monday,7,1
165,Collision - TTC,WILSON AND AVENUE,Friday,16,9
52,Mechanical,LAWRENCE AND BROOKHAVE,Thursday,16,6
41,Mechanical,SENTINEL AND POND,Monday,13,4
133,Operations - Operator,ELLESMERE AND BELLAMY,Tuesday,21,6
34,Utilized Off Route,EGLINTON AND DON MILLS,Saturday,0,6
7,Emergency Services,BATHURST AND FAIRHOLME,Tuesday,21,3
84,Mechanical,SHEPPARD AND YUKON,Thursday,8,5
98,General Delay,YONGE AND SHEPPARD,Saturday,7,2
32,Mechanical,EMMETT AND VERONA,Tuesday,12,3
54,Emergency Services,LAWRENCE AND WARDEN,Friday,15,9
29,Collision - TTC,DUFFERIN AND RAMSDEN,Thursday,12,4
38,Mechanical,MIDLAND AND LAWRENCE,Saturday,15,2
39,Operations - Operator,FINCH STATION,Monday,15,2
40,General Delay,DUNDAS WEST STATION,Monday,13,4
89,Security,KEELE STATION,Tuesday,21,7
36,Security,FINCH AND PEARLDALE,Thursday,17,9
34,Operations - Operator,LEBOVIC AND EGLINTON,Saturday,14,8
44,Mechanical,COLONEL SAMUEL SMITH P,Wednesday,14,8
63,Utilized Off Route,EGLINTON WEST STATION,Thursday,14,6
131,Mechanical,MORNINGVIEW TRAIL AND,Friday,11,1
75,Security,SHERBOURNE AND GERRARD,Thursday,16,3
127,Mechanical,SPADINA AND BERNARD,Saturday,10,7
36,Security,FINCH WEST STATION,Wednesday,14,9
36,Mechanical,FINCH AND TOBERMORY,Wednesday,7,3
34,Collision - TTC,EGLINTON AND SLOANE,Saturday,13,2
131,Cleaning - Unsanitary,SWELLS AND MORNINGVIEW,Friday,0,8
54,Mechanical,LAWRENCE AND MARKHAM,Friday,16,3
35,Security,JANE AND LAWRERNCE,Thursday,18,9
84,Vision,SHEPPARD - YONGE STATI,Thursday,5,3
32,Mechanical,EGLINTON WEST AND BLAC,Friday,8,7
45,Mechanical,KIPLING AND STEELES,Monday,17,1
106,Operations - Operator,THE POND RD AND SENTIE,Saturday,23,9
29,Diversion,WILSON STATION,Monday,20,5
121,General Delay,FRONT AND BAY,Sunday,14,4
75,Security,SHERBOURNE AND BLOOR,Friday,13,4
86,Mechanical,EGLINTON AND MIDLAND,Monday,9,2
935,Mechanical,PIONEER VILLAGE STATIO,Monday,11,7
29,Mechanical,WILSON STATION,Thursday,5,4
122,Utilized Off Route,YORK MILLS STATION,Friday,8,5
96,Mechanical,WILSON AND JANE,Sunday,21,6
924,Mechanical,VICTORIA PARK AND EGLI,Monday,16,8
64,Operations - Operator,MAIN STREET STATION,Saturday,20,1
50,Security,BURNHAMTHORPE AND ROYA,Tuesday,10,8
46,Mechanical,KIPLING AND BYWOOD,Monday,20,8
61,Emergency Services,BOMBAY LOOP (AVENUE AN,Tuesday,19,6
85,Mechanical,PARK AND KIRKHAM,Sunday,9,6
95,Mechanical,YORK MILLS STATION,Sunday,17,7
54,Emergency Services,EGLINTON STATION,Friday,0,7
133,Operations - Operator,SCARBOROUGH CENTRE STA,Wednesday,16,2
44,Mechanical,COLONEL SAMUEL SMITH P,Thursday,19,6
900,Operations - Operator,DUNDAS AND EAST MALL,Sunday,0,6
935,Mechanical,JANE STATION,Sunday,18,8
110,Operations - Operator,ISLINGTON STATION,Friday,18,8
32,Cleaning - Unsanitary,EGLINTON STATION,Wednesday,18,8
40,Operations - Operator,DUNDAS WEST STATION,Thursday,18,4
34,Collision - TTC,EGLINTON AND HAKIM,Friday,12,6
133,Mechanical,ELLESMERE AND DOLLY VA,Saturday,16,2
925,Mechanical,OVERLEA AND THORNCLIFF,Tuesday,10,5
900,Vision,EVANS AND WICKMAN,Saturday,19,5
29,Mechanical,PRINCE'S GATE LOOP,Sunday,5,8
953,Collision - TTC,FINCH AND DON MILLS,Wednesday,9,1
21,Diversion,BRIMLEY AND MCNICOLL,Tuesday,17,2
35,Security,JANE STATION,Tuesday,15,4
122,Mechanical,YORK MILLS AND LESLIE,Tuesday,12,3
63,Collision - TTC,QUEEN AND SHAW,Thursday,16,6
46,Mechanical,KIPLING STATION,Wednesday,17,7
70,Mechanical,COXWELL STATION,Wednesday,14,3
7,Mechanical,BATHURST AND CARSCADDE,Tuesday,1,1
89,Operations - Operator,KEELE AND GLENLAKE,Saturday,16,5
7,Mechanical,BATHURST AND INVERMAY,Friday,7,7
102,Utilized Off Route,WARDEN STATION,Thursday,6,9
97,Security,YONGE AND BLOOR,Monday,5,9
42,Mechanical,MIDLAND AND STEELES,Sunday,17,8
985,Utilized Off Route,VICTORIA PARK AND SHEP,Wednesday,21,6
52,Mechanical,EGLINTON STATION,Thursday,21,1
112,Operations - Operator,KIPLING STATION,Tuesday,6,4
935,Security,JANE AND ARDAGH,Tuesday,17,7
131,Operations - Operator,KENNEDY STATION,Saturday,19,6
36,Security,FINCH AND NORFINCH,Wednesday,15,9
73,Mechanical,ROYAL YORK STATION,Sunday,17,7
903,Mechanical,CENTENNIAL COLLEGE,Friday,10,2
52,Mechanical,LAWRENCE AND RALPH,Sunday,22,5
68,Mechanical,WARDEN AND ST CLAIR,Tuesday,17,3
46,Utilized Off Route,KIPLING STATION,Tuesday,6,1
7,Mechanical,BATHURST AND DON LAKE,Tuesday,23,1
984,Operations - Operator,SHEPPARD AND BATHURST,Tuesday,21,6
996,Collision - TTC,YORK MILLS AND LESLIE,Friday,12,6
106,Mechanical,SHEPPARD WEST STATION,Saturday,14,6
34,Utilized Off Route,1 EGLINTON AVE,Tuesday,15,9
44,Mechanical,COLONEL SAMUEL AND HUM,Tuesday,12,7
939,Security,FINCH STATION,Thursday,15,2
35,Cleaning - Unsanitary,JANE AND EGLINTON,Friday,16,5
36,Mechanical,FINCH AND WESTON,Wednesday,14,6
945,Vision,KIPLING STATION,Tuesday,19,8
116,Emergency Services,MORNINGSIDE AND NEILSO,Tuesday,18,6
7,Mechanical,BATHURST AND WILSON,Saturday,11,7
7,Collision - TTC,BATHURST AND DUPONT,Tuesday,12,1
24,Security,VICTORIA PARK AND SLOA,Wednesday,18,8
7,Operations - Operator,BATHURST AND MELROSE,Friday,12,8
113,Operations - Operator,MAIN STATION,Thursday,15,2
72,Vision,DANFORTH AND VICTORIA,Saturday,14,8
89,Mechanical,WILSON AND CLAYSON,Tuesday,19,1
902,Mechanical,CENTENNIAL COLLEGE TER,Friday,10,4
53,Security,STEELES AND LESLIE,Friday,8,5
35,Mechanical,JANE AND GOLDWIN,Friday,6,4
8,Mechanical,WARDEN STATION,Thursday,9,8
116,Security,KENNEDY STATION,Tuesday,6,9
32,Operations - Operator,RENFORTH STATION,Monday,11,7
945,Mechanical,KIPLING AND STEELES LO,Thursday,11,5
29,Mechanical,CNE LOOP,Friday,1,3
95,Mechanical,RYLANDER AND KINGSTON,Sunday,7,9
929,Mechanical,DUFFERIN GATE,Saturday,13,7
60,Mechanical,PIONEER VILLAGE STATIO,Wednesday,20,9
45,Collision - TTC,STEELES AND WESTON,Friday,19,2
32,Emergency Services,TRETHEWEY AND JANE,Wednesday,21,1
44,Mechanical,KIPLING STATION,Wednesday,21,1
110,Diversion,THIRTEENTH AND LAKESHO,Tuesday,20,2
23,Utilized Off Route,MAIN STREET STATION,Friday,14,6
48,Mechanical,MILL AND RATHBURN,Tuesday,15,5
38,Operations - Operator,KENNEDY STATION,Saturday,13,6
32,Cleaning - Unsanitary,EGLINTON AND MARLEE,Thursday,22,8
85,Emergency Services,DON MILLS STATION,Saturday,0,2
900,General Delay,KIPLING STATION,Sunday,16,1
25,Diversion,DON MILLS STATION,Wednesday,22,3
133,Mechanical,ELLESMERE AND MARKHAM,Wednesday,15,7
75,Security,SHERBOURNE AND SHUTER,Friday,6,3
89,Investigation,WESTON AND WALSH,Wednesday,20,7
51,Mechanical,LESLIE STATION,Friday,6,4
102,Collision - TTC,WARDEN AND HWY 401,Wednesday,6,2
73,Mechanical,ROYAL YORK STATION,Friday,10,8
13,Vision,EGLINTON STATION,Thursday,5,2
43,Emergency Services,KENNEDY AND GLAMORGAN,Tuesday,12,5
121,Security,FRONT AND BAY,Thursday,23,1
52,Collision - TTC,AVENUE AND GLENCAIRN,Thursday,16,6
29,Emergency Services,WILSON STATION,Friday,23,9
96,General Delay,WILSON AND BATHURST,Wednesday,14,3
7,Mechanical,BATHURST AND LAWRENCE,Tuesday,13,4
37,Cleaning - Unsanitary,WOODBINE RACETRACK LOO,Saturday,15,9
133,Operations - Operator,KENNEDY STATION,Tuesday,16,8
989,Operations - Operator,SIGNET AND STEELES,Thursday,16,3
53,Diversion,STEELES AND FERRIER,Saturday,11,6
939,Vision,FINCH STATION,Wednesday,10,8
960,Operations - Operator,STEELES AND KEELE,Friday,16,7
63,Mechanical,EGLINTON WEST,Thursday,19,8
116,Collision - TTC,EGLINTON AND CEDAR,Wednesday,15,7
89,Operations - Operator,KEELE STATION,Tuesday,9,7
116,Security,MORNINGSIDE AND MCLEVI,Friday,16,5
121,Mechanical,BERKELEY AND THE ESPLA,Wednesday,15,5
54,Mechanical,ROUGE HILL GO STATION,Monday,16,9
131,Operations - Operator,SCARBOROUGH TOWN CENTR,Saturday,14,9
95,Mechanical,U OF T LOOP (MILITARY,Saturday,12,8
100,Investigation,OVERLEA AND THORNCLIFF,Tuesday,17,9
160,Mechanical,WILSON STATION,Thursday,18,9
102,Operations - Operator,MARKHAM AND SHEPPARD,Saturday,19,5
85,Investigation,SHEPPARD AND SCUNTHORE,Saturday,13,5
989,Collision - TTC,KEELE AND DUNDAS,Friday,7,9
29,Operations - Operator,DUFFERIN AND STEELES,Monday,4,7
320,Security,YONGE AND WELLINGTON,Tuesday,3,4
87,Utilized Off Route,MAIN STREET STATION,Tuesday,19,9
108,Emergency Services,DRIFTWOOD AND WILMONT,Friday,18,1
129,Security,MCCOWAN AND 16TH AVE,Thursday,15,7
95,Mechanical,YORK MILLS STATION,Thursday,15,7
102,Mechanical,DANFORTH AND N OF WETH,Sunday,12,5
95,Mechanical,YORK MILLS STATION,Monday,7,8
39,Cleaning - Unsanitary,FINCH AND DON MILLS,Monday,17,3
112,Security,BLOOR AND JANE,Thursday,2,1
52,Mechanical,MARTIN GROVE AND WATER,Tuesday,14,8
83,Mechanical,DONLANDS STATION,Wednesday,20,9
53,Mechanical,STEELES AND MORNINGSID,Thursday,10,1
125,Mechanical,BATHURST AND ANTIBES,Friday,15,8
29,Mechanical,DUFFERIN AND DUNDAS,Monday,6,2
89,Cleaning - Unsanitary,WESTON RD AND EGLINTON,Saturday,22,3
38,Mechanical,LAWSON AND WICHEY,Wednesday,6,7
29,Vision,DUFFERIN GATE LOOP,Saturday,22,9
985,Cleaning - Unsanitary,KENNEDY STATION,Friday,8,8
63,Operations - Operator,EGLINTON WEST STATION,Tuesday,20,7
85,Operations - Operator,SHEPPARD AND SCUNTHORP,Tuesday,12,7
929,Mechanical,DUFFERIN AND ST CLAIR,Saturday,9,1
53,Collision - TTC,STEELES AND WOODBINE,Sunday,20,7
123,Mechanical,KIPLING STATION,Thursday,7,2
47,Mechanical,LANSDOWNE AND ST CLAIR,Friday,22,2
85,Vision,ROUGE HILL GO STATION,Saturday,10,1
95,Mechanical,YORK MILLS AND BAYVIEW,Sunday,15,3
36,Cleaning - Unsanitary,FINCH WEST STATION,Thursday,19,2
952,Mechanical,AIRPORT AND JETLINER,Wednesday,15,5
25,Mechanical,DON MILLS AND SHEPPARD,Friday,16,9
8,Operations - Operator,WARDEN STATION,Friday,20,8
100,Operations - Operator,DON MILLS AND WYNFORD,Tuesday,8,7
160,Security,BATHURST AND CLARK AVE,Monday,20,5
126,Operations - Operator,ST CLAIR WEST STATION,Wednesday,9,3
94,Mechanical,BIRCHMOUNT GARAGE,Tuesday,8,2
106,Mechanical,SHEPPARD WEST STATION,Sunday,13,8
72,Investigation,CARLAW AND DICKENS,Saturday,11,3
67,Mechanical,PHARMACY AND ST BEDES,Tuesday,18,4
903,Operations - Operator,SCARBOROUGH CENTRE STA,Sunday,11,9
54,Vision,LAWRENCE AND VICTORIA,Thursday,16,7
130,Operations - Operator,BRENYON AND SEWELLS,Thursday,13,4
36,Utilized Off Route,FINCH STATION,Friday,6,3
7,Vision,BATHURST STATION,Friday,8,4
35,Mechanical,PIONEER VILLAGE STATIO,Thursday,14,6
96,Mechanical,MARTIN GROVE AND WESTH,Saturday,14,4
52,Utilized Off Route,EGLINTON STATION,Saturday,19,3
905,Mechanical,KENNEDY STATION,Wednesday,10,4
25,Mechanical,DON MILLS AND YORK MIL,Thursday,8,2
102,Mechanical,MORNINGSIDE AND PASSMO,Friday,11,5
134,Collision - TTC,FINCHDENE AND N OF FIN,Saturday,13,9
35,Mechanical,JANE AND TRETHEWEY,Friday,14,7
72,Mechanical,THORNCLIFFE PARK AND O,Tuesday,14,5
952,Mechanical,WESTON AND LOVILLA BLV,Monday,8,6
34,Security,KENNEDY STATION,Thursday,21,3
102,Operations - Operator,MALVERN GARAGE,Monday,5,8
986,Emergency Services,KENNEDY STATION,Friday,17,5
103,Mechanical,MARKHAM AND NUGGET,Thursday,10,2
133,Mechanical,STAINES AND SEASONS,Wednesday,17,6
902,Collision - TTC,MARKHAM AND COUGAR,Monday,17,1
47,Collision - TTC,DUFFERIN AND BRIDGELAN,Thursday,17,5
24,Vision,WARDEN STATION,Monday,6,7
36,Mechanical,FINCH WEST STATION,Friday,17,8
20,Security,BIRCHMOUNT AND DANFORT,Wednesday,17,1
925,Mechanical,OVERLEA AND DON MILLS,Friday,17,5
29,Utilized Off Route,DUFFERIN GATE LOOP,Sunday,15,9
927,Security,SILVER BELL LN AND HUM,Sunday,7,5
20,General Delay,KENNEDY STATION,Sunday,12,2
7,Mechanical,BATHURST AND DON LAKE,Saturday,15,3
86,Operations - Operator,EGLINTON AND FALMOUTH,Friday,5,1
25,Security,MILLWOOD AND OVERLEA,Thursday,21,8
996,Mechanical,SCARBOROUGH CENTRE STA,Tuesday,6,6
9,Operations - Operator,SCARBOROUGH CENTRE STA,Sunday,21,8
7,Operations - Operator,BATHURST STATION,Thursday,15,4
88,Operations - Operator,ST CLAIR STATION,Monday,14,9
21,Operations - Operator,SCARBOROUGH CENTRE STA,Friday,12,7
87,Operations - Operator,DONCASTER AND MAIN,Wednesday,13,1
7,Cleaning - Unsanitary,BATHURST AND WILSON,Saturday,14,2
63,Operations - Operator,WILSON GARAGE,Tuesday,13,7
48,Mechanical,MILL AND RATHBURN,Monday,6,2
52,Mechanical,EGLINTON STATION,Monday,11,8
19,Cleaning - Unsanitary,QUEENS QUAY AND DOCKSI,Friday,9,1
90,Collision - TTC,VAUGHAN AND ST. CLAIR,Thursday,10,9
75,Collision - TTC,SHERBOURNE AND RICHMON,Sunday,13,4
40,Investigation,DUNDAS AND BLOOR,Saturday,10,3
902,Collision - TTC,CENTENNIAL COLLEGE AND,Wednesday,12,7
56,Operations - Operator,DONLANDS STATION,Monday,17,4
132,Operations - Operator,SCARBOROUGH CENTRE STA,Tuesday,13,6
35,Emergency Services,JANE AND MAPLE LEAF,Monday,15,8
36,Cleaning - Unsanitary,FINCH AND HUMBER COLLE,Thursday,23,8
999,Operations - Operator,ARROW GARAGE,Thursday,16,6
24,Security,VICTORIA PARK AND YORK,Thursday,12,6
939,Collision - TTC,FINCH AND ADIRONDACK,Friday,9,4
52,Mechanical,LAWRENCE AND HICKORY T,Friday,19,4
34,Security,EGLINTON STATION,Friday,21,2
11,Security,BAYVIEW AND STEELES LO,Thursday,18,6
939,Mechanical,FINCH WEST STATION,Thursday,12,6
39,Mechanical,FINCH AND FINCHDENE,Thursday,21,4
307,Vision,GREENWIN VILLAGE AND B,Sunday,3,9
85,Mechanical,SHEPPARD AND BAYVIEW,Tuesday,6,8
168,Emergency Services,DAVENPORT AND OLD WEST,Friday,22,8
86,Emergency Services,CORONATION AND CHEMICA,Tuesday,15,6
41,Collision - TTC,KEELE AND GULLIVER,Tuesday,18,8
52,Investigation,LAWRENCE AND WESTON,Thursday,22,8
903,Operations - Operator,SCARBOROUGH CENTRE STA,Friday,6,9
32,Mechanical,EGLINTON AND NAIRN,Thursday,18,3
39,Operations - Operator,FINCH AND DON MILLS,Saturday,9,8
91,Mechanical,RAILSIDE AND LAWRENCE,Saturday,18,6
74,Cleaning - Unsanitary,PLEASANT AND AVOCA,Wednesday,10,3
903,Mechanical,KENNEDY STATION,Tuesday,16,6
76,Mechanical,ROYAL YORK STATION,Saturday,12,1
32,Cleaning - Unsanitary,EGLINTON AND ISLINGTON,Wednesday,15,4
68,Mechanical,BLOOR AND DUNDAS,Wednesday,3,3
111,Mechanical,KIPLING STATION,Friday,16,7
32,Emergency Services,EGLINTON AND TRETHEWEY,Friday,23,8
35,Security,JANE AND FINCH,Friday,12,5
102,Mechanical,WARDEN STATION,Thursday,17,9
36,Mechanical,HUMBERLINE LOOP,Friday,5,7
130,Mechanical,MCCOWAN AND COMMANDER,Wednesday,9,9
935,Mechanical,JANE AND OUTLOOK,Friday,14,2
63,Operations - Operator,KING AND SHAW,Tuesday,16,5
64,Emergency Services,COSBURN AND GLEBEMOUNT,Sunday,19,6
45,Mechanical,KIPLING AND BLOOR,Thursday,11,2
100,Mechanical,BROADVIEW STATION,Tuesday,14,5
927,Mechanical,HIGHWAY 27 AND BELFIEL,Saturday,14,6
85,Emergency Services,SHEPPARD WEST STATION,Saturday,14,3
69,Mechanical,WARDEN AND BURN HILL,Tuesday,14,7
905,Mechanical,KINGSTON AND CELESTE D,Tuesday,8,6
98,Operations - Operator,STEELES AND EAST LOOP,Friday,17,9
102,Operations - Operator,MORNINGSIDE AND PASSMO,Saturday,19,8
98,Mechanical,SHEPPARD WEST STATION,Friday,5,4
116,Mechanical,MORNINGSIDE AND NIGHTS,Thursday,20,8
35,Security,JANE AND WRIGHT,Monday,7,4
131,Diversion,MORNINGSIDE AND JOHN S,Tuesday,13,4
903,Security,SCARBOROUGH CENTRE STA,Sunday,19,3
44,Vision,KIPLING STATION,Friday,18,8
36,Mechanical,FINCH WEST STATION,Wednesday,6,7
75,Emergency Services,SHERBOURNE AND BLOOR,Friday,23,4
89,Security,WESTON AND EGLINTON,Wednesday,17,5
69,Mechanical,WARDEN STATION,Saturday,20,8
88,Cleaning - Unsanitary,THORNCLIFFE AND OVERLE,Tuesday,11,5
12,Mechanical,VICTORIA PARK STATION,Thursday,19,3
11,Operations - Operator,LAWRENCE AND RONAN,Thursday,9,8
84,Mechanical,SHEPPARD AND JANE,Thursday,12,7
45,Mechanical,KIPLING AND RATHBURN,Tuesday,17,6
927,Cleaning - Unsanitary,BELFIELD AND ATTWELL,Tuesday,8,7
44,Operations - Operator,KIPLING STATION,Wednesday,7,1
14,Mechanical,TYCOS AND CALEDONIA,Monday,15,4
36,Mechanical,FINCH AND BATHURST,Tuesday,9,7
600,Mechanical,JANE AND EXBURY,Friday,18,8
8,Operations - Operator,BROADVIEW STATION,Saturday,17,7
985,Utilized Off Route,MIDLAND AND EGLINTON,Monday,16,3
43,Mechanical,EGLINTON AND KENNEDY,Thursday,11,4
989,Emergency Services,WESTON AND LAWRENCE,Friday,17,5
70,Collision - TTC,OCONNOR AND BINSWOOD,Saturday,23,6
7,Diversion,STEELES AND CARPENTER,Tuesday,5,9
52,Security,LAWRENCE AND PINE,Wednesday,21,2
929,Security,DUFFERIN AND CASTLEFIE,Tuesday,11,5
960,Mechanical,STEELES AND GIHON SPRI,Monday,8,7
133,Road Blocked - NON-TTC Collision,FINCH AND MORNINGSIDE,Wednesday,18,4
24,Mechanical,VICTORIA PARK AND CURL,Monday,7,4
95,Mechanical,ELLESMERE AND MORNINGS,Monday,11,5
929,Mechanical,WILSON STATION,Thursday,18,7
116,Mechanical,4559 SHEPPARD AVENUE,Saturday,12,1
53,Mechanical,FINCH STATION,Sunday,13,7
80,Mechanical,QUEENSWAY AND PARKLAWN,Wednesday,18,7
133,Mechanical,MORNINGSIDE AND FINCH,Monday,10,4
90,Mechanical,BATHURST AND BARTON,Monday,17,1
999,Collision - TTC,DUNDAS AND BATHURST,Sunday,21,6
45,Operations - Operator,KIPLING AND WINGROVE,Thursday,22,7
41,General Delay,IAN MACDONALD AND CHIM,Sunday,22,6
106,Mechanical,PIONEER VILLAGE STATIO,Monday,20,3
905,Mechanical,UNIVERSITY OF TORONTO,Sunday,16,8
38,Mechanical,KENNEDY STATION,Sunday,14,6
67,Emergency Services,VICTORIA PARK AND DENT,Friday,19,5
960,Operations - Operator,STEELES AND KEELE,Thursday,14,6
36,General Delay,FINCH AND MILADY,Saturday,22,1
65,Operations - Operator,PARILIAMENT AND KING,Monday,8,1
939,Utilized Off Route,FINCH AND BAYVIEW,Wednesday,14,5
32,Mechanical,JANE AND TRETHEWAY,Saturday,12,9
76,Mechanical,ROYAL YORK AND STRUTHE,Sunday,10,4
320,Vision,YONGE AND LYTTON,Saturday,5,8
72,Mechanical,BAY AND FRONT,Sunday,8,4
56,Emergency Services,EGLINTON STATION,Saturday,22,9
43,Mechanical,MIDLAND AND STEELES,Friday,14,7
116,Mechanical,EGLINTON AND DANFORTH,Wednesday,9,7
11,Operations - Operator,DAVISVILLE STATION,Saturday,5,9
54,Emergency Services,LAWRENCE AND AINSDALE,Saturday,18,6
7,Vision,BATHURST STATION,Thursday,13,4
73,Utilized Off Route,BLOOR AND KINGSWAY,Tuesday,12,7
29,Mechanical,DUFFERIN AND DUPONT,Wednesday,18,1
86,Security,EGLINTON AND BRIMLEY,Friday,16,9
17,Operations - Operator,STEELES AND MOUNTCASTL,Sunday,15,7
29,Vision,EGLINTON AND SPRINGHUR,Saturday,20,9
84,Emergency Services,SHEPPARD AND KEELE,Friday,22,1
31,Investigation,COXWELL AND EASTERN AV,Friday,23,9
35,Mechanical,JANE STATION,Sunday,14,6
71,Collision - TTC,KEELE N OF DUNDAS,Friday,5,4
121,Collision - TTC,THE ESPLANADE AND LOWE,Saturday,19,9
36,Operations - Operator,FINCH STATION,Friday,16,9
929,Investigation,DUFFERIN AND SHANLY,Tuesday,14,8
320,Emergency Services,BAY AND FRONT,Saturday,6,9
29,Mechanical,DUFFERIN AND WILSON,Friday,16,4
960,Mechanical,SIGNAL HILL AND STEELE,Monday,16,4
320,Emergency Services,QUEENS QUAY AND BAY,Thursday,3,8
79,Operations - Operator,WRIGHT AND PLAINFIELD,Wednesday,13,8
54,Emergency Services,LAWRENCE AND DONWAY,Saturday,9,5
927,Mechanical,HIGHWAY 27 BEWTEEN DIX,Monday,8,7
32,Mechanical,EGLINTON AND BATHURST,Tuesday,16,2
168,Mechanical,DUNDAS WEST STATION,Monday,13,2
7,Mechanical,BATHURST STATION,Thursday,8,5
900,Emergency Services,KIPLING STATION,Friday,7,4
39,Emergency Services,WARDEN AND FINCH,Tuesday,14,2
96,Vision,CARRIER AND ALBION,Wednesday,5,3
125,Mechanical,ANTIBES AND TORRESDALE,Saturday,14,4
12,Collision - TTC,EGLINTON AND HUNTINGTO,Wednesday,16,5
108,Mechanical,SHEPPARD AND SENTINEL,Monday,15,9
165,Mechanical,OLD WESTON RD AND STEE,Wednesday,7,6
927,Mechanical,KIPLING STATION,Tuesday,17,2
51,Security,EGLINTON STATION(OUTSI,Thursday,21,8
995,Collision - TTC,YORK MILLS STATION,Wednesday,16,1
90,Mechanical,BATHURST STATION,Sunday,10,1
104,Diversion,WILSON STATION,Monday,15,7
95,Mechanical,ELLESMERE AND MCCOWAN,Sunday,20,8
929,Mechanical,SPRINGHURST LOOP,Saturday,11,3
41,Mechanical,WESTON AND ST CLAIR,Monday,7,3
35,Mechanical,JANE STATION,Monday,15,4
945,Mechanical,KIPLING AND STEELES,Wednesday,6,4
43,Security,KENNEDY STATION,Monday,17,9
21,Operations - Operator,BRIMLEY AND EGLINTON,Tuesday,17,1
86,Mechanical,MEADOWVALE AND DEAN PA,Wednesday,2,9
91,Diversion,VALLEY WOODS AND YORK,Friday,19,1
96,Mechanical,WILSON STATION,Friday,6,4
