,Route,Incident,Location,Day,Hour,Month
13047,79,Mechanical,WESTON AND LAWRENCE,Thursday,5,4
25779,925,Operations - Operator,DON MILLS STATION,Thursday,16,7
3369,29,Mechanical,BLOOR AND DUFFERIN,Saturday,11,1
9507,43,Security,KENNEDY AND SHEPPARD,Wednesday,18,3
11124,76,Mechanical,ROYAL YORK STATION,Wednesday,10,4
23290,36,Operations - Operator,FINCH WEST STATION,Tuesday,14,7
6978,123,Mechanical,KIPLING STATION,Wednesday,16,2
20909,52,General Delay,LAWRENCE AND DUFFERIN,Saturday,22,6
11934,118,Mechanical,ALBION AND CALSTOCK,Tuesday,17,4
6079,16,Operations - Operator,BIRCHMOUNT GARAGE,Wednesday,5,2
15650,52,Mechanical,LAWRENCE AND WESTON,Tuesday,17,5
33252,97,Mechanical,DAVISVILLE AND YONGE,Sunday,14,9
21262,102,Mechanical,MARKHAM AND SHEPPARD,Tuesday,11,6
13971,989,Utilized Off Route,KEELE AND DUNDAS,Thursday,16,4
2494,59,Mechanical,LAWRENCE WEST STATION,Saturday,14,1
32996,11,Collision - TTC,AVENUE AND OLD ORCHARD,Friday,12,9
21064,32,Mechanical,KEELE AND WILSON,Monday,11,6
11761,36,Collision - TTC,FINCH AND SENTINEL,Monday,11,4
33520,131,Operations - Operator,SCARBOROUGH CENTRE STA,Tuesday,14,9
9489,989,Operations - Operator,SIGNET AND STEELES,Wednesday,16,3
10789,116,Operations - Operator,MORNINGSIDE AND SHEPPA,Sunday,10,3
26649,29,Operations - Operator,WILSON STATION,Thursday,18,7
27960,60,Mechanical,PIONEER VILLAGE STATIO,Sunday,12,8
32248,202,General Delay,FRONT AND BAY,Saturday,13,9
11945,64,Operations - Operator,MAIN STREET STATION,Tuesday,18,4
31791,32,Vision,EGLINTON AND KEELE,Tuesday,20,9
577,93,Diversion,DANFORTH AND WOODBINE,Friday,12,1
9783,41,Mechanical,PIONEER VILLAGE STATIO,Friday,18,3
4456,76,Collision - TTC,MIMICO AND LAKESHORE,Tuesday,18,2
12231,52,Mechanical,LAWRENCE AND OLYMPIA,Thursday,15,4
34328,53,Mechanical,MORNINGSIDE AND PASSMO,Monday,16,9
16033,165,Collision - TTC,WESTON AND JUBILEE,Friday,13,5
27420,72,Collision - TTC,LAKESHORE AND SAULTER,Wednesday,18,7
27496,96,Mechanical,WILSON AND YONGE,Thursday,9,8
26039,133,General Delay,SCARBOROUGH CENTRE STA,Saturday,18,7
33378,51,Collision - TTC,LESLIE AND LAWRENCE,Monday,15,9
4145,112,Mechanical,KIPLING STATION,Saturday,15,2
22514,12,Mechanical,KINGSTON AND BRIMLEY,Tuesday,19,6
24054,112,Mechanical,KIPLING STATION,Sunday,15,7
13251,89,Mechanical,WESTON AND ST CLAIR,Friday,15,4
29343,122,Collision - TTC,YORK MILLS STATION,Thursday,16,8
9532,165,Operations - Operator,YORK MILLS STATION,Wednesday,0,3
33761,35,Collision - TTC,JANE AND BLOOR,Thursday,9,9
15457,985,Mechanical,SHEPPARD EAST AND ROUG,Monday,14,5
6989,54,Mechanical,EGLINTON AND BAYVIEW,Wednesday,16,2
32685,110,Mechanical,ISLINGTON AND NEW TORO,Wednesday,8,9
34146,60,Diversion,PIONEER VILLAGE STATIO,Saturday,23,9
34456,102,Mechanical,MARKHAM AND STEELES,Tuesday,16,9
12815,925,Collision - TTC,EGLINTON AND DON MILLS,Tuesday,6,4
12241,97,Mechanical,YONGE AND FLORENCE,Thursday,16,4
24133,43,Mechanical,MIDLAND AND STEELES,Monday,7,7
29239,165,Operations - Operator,FINCH AND WESTON,Wednesday,19,8
31479,22,Mechanical,COXWELL STATION,Saturday,18,8
5330,35,Operations - Operator,PIONEER VILLAGE STATIO,Wednesday,11,2
26661,125,Collision - TTC,FINCH STATION,Thursday,20,7
6834,65,Mechanical,CASTLE FRANK STATION,Tuesday,15,2
2199,47,Mechanical,LANSDOWNE AND COLLEGE,Thursday,11,1
2038,7,Mechanical,BATHURST AND BARTON,Tuesday,23,1
14054,35,General Delay,SHEPPARD AND JANE,Thursday,0,4
18363,42,Mechanical,DYNAMIC AND MCNICOLL,Tuesday,15,5
9785,929,Diversion,DUFFERIN AND DAVENPORT,Friday,18,3
27935,35,Cleaning - Unsanitary,STEELES WEST AND NORTH,Sunday,7,8
21900,985,Mechanical,TRITON AND BOROUGH,Friday,16,6
10249,129,Operations - Operator,MCCOWAN AND MCNICOLL,Tuesday,17,3
28334,929,Mechanical,DUFFERIN AND ST CLAIR,Wednesday,18,8
23575,60,Emergency Services,FINCH STATION,Thursday,15,7
16912,9,Collision - TTC,WARDEN STATION,Thursday,17,5
27201,996,Vision,TRITON AND BRIMLEY,Tuesday,8,7
10171,939,Operations - Operator,SCARBOROUGH TOWN CENTE,Tuesday,7,3
13598,116,Mechanical,EGLINTON AND KINGSTON,Monday,19,4
20072,108,Cleaning - Unsanitary,KEELE AND ST REGIS,Monday,11,6
22406,29,Utilized Off Route,TRANSIT AND ALLEN,Tuesday,6,6
15371,36,Operations - Operator,FINCH AND MARTIN GROVE,Sunday,19,5
26898,107,Mechanical,SHEPPARD WEST STATION,Saturday,14,7
13869,85,Diversion,SHEPPARD AND DON MILLS,Wednesday,19,4
33879,939,Investigation,ELLESMERE AND MIDLAND,Thursday,1,9
14555,985,Operations - Operator,SCARBOROUGH CENTRE STA,Monday,15,4
28970,36,Operations - Operator,DUFFERIN AND FINCH,Monday,17,8
5198,985,Mechanical,DON MILLS STATION,Tuesday,10,2
19489,52,Mechanical,SUNNY BROOK HOSPITAL,Wednesday,16,6
13862,121,Mechanical,FRONT AND BAY,Wednesday,19,4
9633,39,Investigation,FINCH AND MIDLAND,Thursday,18,3
5937,30,Mechanical,HIGH PARK STATION,Monday,10,2
22556,94,Utilized Off Route,WELLESLEY AND CHURCH,Wednesday,5,6
28099,34,Cleaning - Unsanitary,EGLINTON STATION,Monday,19,8
9540,12,Operations - Operator,BIRCHMOUNT GARAGE,Thursday,5,3
19693,985,Operations - Operator,MARKHAM AND SHEPPARD,Friday,6,6
11428,85,Mechanical,SHEPPARD AND PARKWAY F,Friday,8,4
13669,43,Investigation,KENNEDY AND BRIGSTOCK,Tuesday,13,4
30037,952,Diversion,LAWRENCE AND SCARLETT,Tuesday,18,8
16549,125,Diversion,YONGE AND HENDON,Monday,19,5
14357,54,Investigation,VICTORIA PARK AND LAWR,Saturday,18,4
29027,108,Mechanical,SHEPPARD WEST STATION,Tuesday,7,8
15201,133,Mechanical,MORNINGSIDE AND FINCH,Saturday,11,5
11461,14,Mechanical,CHAPLIN AND DUPLEX,Friday,13,4
15768,86,Operations - Operator,BRIMLEY AND SCARBOROUG,Wednesday,14,5
10686,71,Operations - Operator,RUNNYMEDE AND WEBB,Saturday,12,3
30657,995,Mechanical,SHEPPARD AND ELLESMERE,Monday,13,8
5821,47,Operations - Operator,YORKDALE STATION,Saturday,20,2
13202,189,Mechanical,KEELE AND BLOOR,Friday,10,4
32028,84,Collision - TTC,SHEPPARD AND JANE,Thursday,21,9
24970,929,Mechanical,WILSON STATION,Saturday,11,7
8589,35,Emergency Services,PIONEER VILLAGE STATIO,Tuesday,0,3
2859,84,Mechanical,SHEPPARD AND DOWNSVIEW,Tuesday,23,1
6992,902,Mechanical,STEELES AND MARKHAM,Wednesday,17,2
5249,102,Mechanical,CENTENNIAL COLLEGE,Tuesday,15,2
6293,45,Emergency Services,KIPLING AND STEELES,Thursday,21,2
15598,121,Operations - Operator,FRONT WEST AND BAY,Tuesday,14,5
30188,945,Mechanical,KIPLING STATION,Thursday,7,8
12050,7,Mechanical,BATHURST AND STAFFORD,Wednesday,14,4
12431,32,Operations - Operator,EGLINTON STATION,Saturday,5,4
7662,75,Collision - TTC,SHERBOURNE ADELAIDE,Tuesday,10,3
2235,11,Collision - TTC,SUNNYBROOK HOSPITAL,Thursday,16,1
29452,32,Mechanical,EMMETT AND VERONA,Friday,14,8
27844,34,Operations - Operator,EGLINTON AND KENNEDY,Saturday,13,8
28890,968,Mechanical,WARDEN AND EGLINTON,Monday,7,8
5359,134,Operations - Operator,CORPORATE AND LEE CENT,Wednesday,15,2
17276,95,Mechanical,UNIVIERSITY OF TORONTO,Sunday,19,5
14784,11,Collision - TTC,CHAPLIN AND YONGE,Wednesday,10,5
20951,161,Diversion,ROGERS AND WESTON,Sunday,12,6
29596,53,Cleaning - Unsanitary,YONGE AND STEELES,Saturday,12,8
4201,36,Mechanical,HUMBERWOOD LOOP,Sunday,7,2
30259,952,Collision - TTC,LAWRENCE AND GLENMOUNT,Thursday,19,8
16074,52,Operations - Operator,ARROW RD DIVISION,Friday,17,5
30229,60,Operations - Operator,FINCH STATION,Thursday,15,8
743,59,Emergency Services,PINE AND CHURCH,Saturday,14,1
11946,35,Security,JANE AND MONTYE,Tuesday,18,4
16078,11,Mechanical,DAVISVILLE AND ACACIA,Friday,18,5
1917,76,Utilized Off Route,ROYAL YORK AND LAKESHO,Monday,20,1
14183,927,Utilized Off Route,FAMBORO AND ATTWELL,Friday,15,4
16029,165,Operations - Operator,YORK MILLS STATION,Friday,12,5
15620,91,Mechanical,WOODBINE STATION,Tuesday,15,5
25464,112,Utilized Off Route,KIPLING STATION,Tuesday,12,7
299,954,Emergency Services,LAWRENCE AND SCARBOURG,Wednesday,16,1
28866,35,Emergency Services,JANE AND CHURCH,Sunday,0,8
16808,32,Operations - Operator,EGLINTON WEST STATION,Wednesday,19,5
26770,924,Mechanical,VICTORIA PARK AND SHEP,Friday,15,7
21026,953,Operations - Operator,FINCH AND TAPSCOTT,Monday,5,6
148,43,Mechanical,PASSMORE AND KENNEDY,Tuesday,16,1
7347,43,Mechanical,KENNEDY AND PERTHSHIRE,Saturday,7,3
388,165,Operations - Operator,ARROW ROAD DIVISION,Thursday,6,1
22166,54,Utilized Off Route,EGLINTON STATION,Sunday,14,6
26203,29,Mechanical,WILSON STATION,Monday,13,7
32801,47,Collision - TTC,CALEDONIA AND ST CLAIR,Thursday,5,9
7426,36,Operations - Operator,FINCH AND DUFFERIN,Saturday,21,3
26242,935,Mechanical,PIONEER VILLAGE STATIO,Monday,18,7
6483,927,Operations - Operator,STEELES AND MARTIN GRO,Saturday,14,2
26248,108,Mechanical,PIONEER VILLAGE STATIO,Monday,19,7
248,37,Mechanical,STEELES LOOP,Wednesday,11,1
16492,95,Mechanical,MCCOWAN AND INVERGORDO,Monday,15,5
29063,30,Operations - Operator,HIGH PARK STATION,Tuesday,13,8
4962,68,Mechanical,WARDEN AND ELLESMERE,Sunday,12,2
25048,36,Mechanical,FINCH STATION,Saturday,17,7
29690,45,Operations - Operator,KIPLING STATION,Saturday,22,8
22733,14,General Delay,DAVISVILLE STATION,Thursday,11,6
8960,130,Mechanical,MIDDLEFIELD AND FINCH,Friday,16,3
7153,29,Utilized Off Route,DUFFERIN AND SPRINGHUR,Thursday,21,2
1900,37,Mechanical,ISLINGTON AND GOLFDOWN,Monday,18,1
20414,937,Utilized Off Route,ISLINGTON AND BLOOR,Wednesday,18,6
4440,21,Operations - Operator,BRIMLEY AND EGLINTON,Tuesday,17,2
939,41,Cleaning - Unsanitary,SHEPPARD AND KEELE,Monday,12,1
28292,902,Emergency Services,WARDEN STATION,Wednesday,12,8
29575,134,Operations - Operator,SCARBOROUGH CENTRE STA,Saturday,10,8
431,32,Mechanical,EGLINTON STATION,Thursday,12,1
34525,927,Mechanical,HIGHWAY 27 AND QUEENS,Wednesday,10,9
24833,36,Mechanical,FINCH AND JANE,Friday,15,7
3485,94,Security,CASTLEFRANK STATION,Sunday,15,1
804,84,Operations - Operator,SHEPPARD AND WILSON HE,Saturday,21,1
12350,40,Mechanical,DUNDAS WEST STATION,Friday,12,4
5469,7,Mechanical,FISHERVILLE AND BATHUR,Thursday,13,2
19219,47,Investigation,LANSDOWNE AND DUPONT,Monday,23,6
21732,36,Mechanical,FINCH AND NORFINCH,Thursday,15,6
3023,102,Mechanical,ST CLAIR AND BIRCHMOUN,Wednesday,20,1
15076,903,Mechanical,PROGRESS AND MARKHAM,Friday,12,5
1066,134,General Delay,BELLAMY AND CORPORATE,Tuesday,13,1
11029,32,Mechanical,PINE AND LAWRENCE,Tuesday,16,4
17863,14,General Delay,DAVISVILLE STATION,Friday,14,5
6324,123,Mechanical,KIPLING STATION,Friday,7,2
22157,64,Utilized Off Route,208 BLOOR STREET,Sunday,14,6
6945,7,Cleaning - Unsanitary,BATHURST AND COVINGTON,Wednesday,12,2
319,900,Mechanical,KIPLING STATION,Wednesday,18,1
11373,960,Mechanical,STEELES AND DUFFERIN,Thursday,20,4
18035,52,Collision - TTC,DIXON AND CITY VIEW,Saturday,21,5
11121,35,Mechanical,JANE AND ST CLAIR,Wednesday,10,4
21028,7,Operations - Operator,GREENWIN AND BATHURST,Monday,6,6
13588,19,Utilized Off Route,BLOOR AND BAY,Monday,18,4
30149,902,Emergency Services,KINGSTON AND MCCOWAN,Wednesday,19,8
22090,32,Emergency Services,ROGERS AND CALEDONIA,Saturday,1,6
26368,52,Operations - Operator,LAWRENCE AND BATHURST,Tuesday,17,7
4797,124,Mechanical,AVENUE AND ORCHARD VIE,Friday,15,2
29246,35,Mechanical,JANE AND TRETHEWEY,Wednesday,20,8
8417,953,Mechanical,FINCH STATION,Monday,16,3
2135,129,Vision,KENNEDY STATION,Wednesday,18,1
11211,116,Mechanical,KENNEDY STATION,Wednesday,18,4
27696,67,Mechanical,PHARMACY AND ELLESMERE,Friday,12,8
35027,168,Mechanical,AVON LOOP,Sunday,7,9
33985,25,Cleaning - Unsanitary,DON MILLS STATION,Friday,19,9
19848,80,Mechanical,QUEENSWAY AND EAST MAL,Saturday,10,6
14099,24,Mechanical,VICTORIA AND FINCH,Friday,10,4
10260,165,Mechanical,WILSON STATION,Tuesday,18,3
25566,56,Collision - TTC,DONLANDS AND WOODVILLE,Tuesday,19,7
9154,320,Security,STEELES AND YONGE,Sunday,6,3
16352,86,Emergency Services,LAWRENCE AND FERN MEAD,Monday,6,5
2236,11,Collision - TTC,SUNNYBROOK HOSPITAL,Thursday,16,1
29042,47,Emergency Services,YORKDALE ROAD - YORKDA,Tuesday,10,8
4410,20,Mechanical,DANFORTH AND DAWES,Tuesday,14,2
9889,96,Mechanical,WILSON AND WALSH,Saturday,12,3
3379,85,Mechanical,SHEPPARD AND WARDEN,Saturday,12,1
5791,102,Mechanical,MORNINSIDE AND PASSMOR,Saturday,16,2
11006,12,Collision - TTC,VICTORIA PARK AND MEAD,Tuesday,13,4
22940,363,Security,SHAW AND STOKES,Saturday,3,6
30326,85,Mechanical,SHEPPARD AND YONGE,Friday,13,8
35209,76,Mechanical,ROYAL YORK AND NEW CAS,Monday,17,9
5956,935,Operations - Operator,PIONEER VILLAGE STATIO,Monday,16,2
19986,97,Diversion,YONGE AND YORK MILLS,Sunday,17,6
2101,902,Security,KINGSTON AND BRIMLEY,Wednesday,14,1
1417,68,Mechanical,WARDEN AND EGLINTON,Thursday,18,1
9948,43,Emergency Services,KENNEDY STATION,Saturday,23,3
25271,43,Cleaning - Unsanitary,KENNEDY STATION,Monday,6,7
23353,8,Security,GERRARD AND MUNROE,Tuesday,21,7
16678,40,Investigation,DUNDAS WEST STATION,Tuesday,18,5
10701,24,Mechanical,VICTORIA PARK AND LAWR,Saturday,16,3
25660,129,Mechanical,MAJOR MACKENZIE AND BR,Wednesday,15,7
13657,165,Mechanical,WILSON AND AVENUE,Tuesday,11,4
15283,121,Mechanical,GERRARD AND BLACKBURN,Saturday,20,5
25885,63,Collision - TTC,EAST LIBERTY AND PIRAN,Friday,16,7
1644,105,Mechanical,DUFFERIN AND MARTIN RO,Saturday,14,1
34065,24,Security,VICTORIA PARK AND STEE,Saturday,12,9
24405,937,Mechanical,ISLINGTON AND EGLINTON,Tuesday,17,7
34654,165,Mechanical,ARROW AND DEERHIDE,Thursday,10,9
19650,133,Mechanical,FINCH AND MORNINGSIDE,Thursday,19,6
31964,995,Mechanical,ELLESMERE AND BIRCHMOU,Thursday,10,9
30572,165,Cleaning - Unsanitary,WESTON AND STEELES,Sunday,12,8
34942,11,General Delay,EGLINTON AND BAYVIEW,Saturday,15,9
18560,945,Mechanical,STEELES LOOP,Thursday,4,5
6335,939,Diversion,BRIMLEY AND ELLESMERE,Friday,10,2
27833,56,Operations - Operator,EGLINTON AND DUNFIELD,Saturday,11,8
30520,939,Vision,SCARBOROUGH CENTRE STA,Saturday,18,8
28557,85,Security,SHEPPARD AND MORNINGSI,Friday,11,8
35002,45,Mechanical,KIPLING AND RATHBURN,Saturday,21,9
10124,929,Cleaning - Unsanitary,DUFFERIN AND WILSON,Monday,20,3
26132,95,Mechanical,ELLESEMERE AND MCCOWAN,Sunday,18,7
27576,39,Cleaning - Unsanitary,FINCH STATION,Thursday,15,8
2306,945,Mechanical,KIPLING STATION,Friday,6,1
30094,985,Operations - Operator,DON MILLS STATION,Wednesday,12,8
24643,395,Collision - TTC,JANE AND ALLIANCE,Thursday,10,7
2880,945,Mechanical,LAWRENCE AND OVERTURE,Wednesday,6,1
18446,935,Operations - Operator,JANE AND LAWRENCE WEST,Wednesday,10,5
1471,85,Investigation,SHEPPARD AND VICTORIA,Friday,12,1
12012,32,Operations - Operator,MOUNT DENNIS GARAGE,Wednesday,8,4
5409,7,Vision,GREENWIN VILLAGE AND B,Wednesday,0,2
9133,39,Operations - Operator,FINCH AND KENNEDY,Saturday,21,3
9673,135,Mechanical,MAIN ST STATION,Friday,6,3
21001,70,Mechanical,COXWELL STATION,Sunday,22,6
25073,37,Mechanical,ISLINGTON AND BLOOR,Saturday,19,7
33071,941,Mechanical,KEELE AND FOUR WINDS,Friday,18,9
8058,66,Emergency Services,OLD MILL STATION,Friday,15,3
1316,37,Utilized Off Route,ISLINGTON STATION,Thursday,8,1
14485,65,Operations - Operator,SHERBOURNE AND QUEENS,Sunday,22,4
21537,944,Mechanical,COLONEL SAMUEL PARK AN,Wednesday,15,6
29994,34,Collision - TTC,EGLINTON AND LESLIE,Tuesday,14,8
8224,60,Operations - Operator,FINCH STATION,Saturday,19,3
4670,939,Mechanical,FINCH AND WARDEN,Thursday,15,2
8464,320,Security,YONGE AND FAIRLAWN AVE,Tuesday,3,3
12208,40,Utilized Off Route,DUNDAS WEST STATION,Thursday,12,4
10332,36,Operations - Operator,FINCH AND ARROW,Wednesday,8,3
3335,36,Emergency Services,FINCH AND PEARLDALE,Friday,23,1
2784,165,Mechanical,WESTON AND GAYDON,Tuesday,15,1
6210,51,Collision - TTC,LESLIE AND DEXTER,Thursday,9,2
17810,95,Mechanical,ELLESMERE AND MARKHAM,Friday,6,5
26361,84,Mechanical,SHEPPARD AND ARLETA,Tuesday,16,7
17500,52,Cleaning - Unsanitary,LAWRENCE WEST STATION,Tuesday,18,5
24615,925,Operations - Operator,BROADVIEW STATION,Thursday,6,7
31326,47,Operations - Operator,YORKDALE STATION,Friday,17,8
17280,95,Investigation,ELLESMERE AND ORTON PA,Sunday,20,5
2534,161,Mechanical,ST CLAIR AND OAKWOOD,Saturday,20,1
3128,94,Security,OSSINGTON STATION,Thursday,16,1
30780,929,Operations - Operator,DUFFERIN AND LIBERTY,Tuesday,13,8
13726,53,Security,STEELES AND MARKHAM,Tuesday,21,4
5367,38,Mechanical,MIDLAND AND EGLINTON,Wednesday,16,2
10177,43,Investigation,KENNEDY AND ELLESMERE,Tuesday,8,3
27683,85,Operations - Operator,MEADOWVALE LOOP,Friday,11,8
22844,7,Mechanical,BATHURST AND WILSON,Friday,9,6
5769,116,Diversion,EGLINTON AND MARKHAM,Saturday,14,2
28744,54,Operations - Operator,LAWRENCE AND WARDEN,Saturday,18,8
1936,90,Vision,VAUGHAN AND OAKWOOD,Tuesday,5,1
13738,12,Utilized Off Route,VICTORIA PARK STATION,Tuesday,22,4
20186,17,Security,BIRCHMOUNT AND MERRYFI,Tuesday,8,6
6179,74,Emergency Services,ST CLAIR STATION,Wednesday,22,2
20223,36,Mechanical,HUMBERWOOD LOOP,Tuesday,13,6
9959,40,Operations - Operator,DUNDAS AND PACIFIC,Sunday,7,3
30911,116,Mechanical,EGLINTON AND BELLAMY,Wednesday,7,8
10230,47,Collision - TTC,LANSDOWNE AND DUNDAS,Tuesday,15,3
4571,19,Operations - Operator,DAVENPORT AND AVENUE,Wednesday,18,2
30542,35,Operations - Operator,PIONNER VILLAGE STATIO,Saturday,23,8
32059,52,Vision,AVENUE AND GLENCAIRN,Friday,6,9
34507,99,Cleaning - Unsanitary,ELMHURST AND YONGE,Wednesday,7,9
3884,903,Mechanical,MIDLAND AND EGLINTON,Thursday,14,2
26287,79,Operations - Operator,RUNNYMEDE STATION,Tuesday,8,7
9646,7,Collision - TTC,GREENWIN VILLAGE AND B,Thursday,22,3
21574,95,Mechanical,ELLESMERE AND CONLINS,Wednesday,17,6
24152,36,Mechanical,HUMBERWOOD AND MORNING,Monday,10,7
33522,79,Operations - Operator,LAWRENCE AND PINE,Tuesday,14,9
11024,25,Collision - TTC,OVERLEA AND THORNCLIFF,Tuesday,15,4
17877,14,Mechanical,DAVISVILLE STATION,Friday,15,5
29485,111,Mechanical,KIPLING STATION,Friday,18,8
26048,40,Mechanical,KIPLING STATION,Saturday,20,7
29052,85,Mechanical,MEADOWVALE LOOP,Tuesday,12,8
24908,161,Vision,JANE AND ALLIANCE,Friday,0,7
14702,165,Mechanical,WALSH AND WESTON,Tuesday,15,4
685,300,Emergency Services,KENNEDY STATION,Saturday,3,1
2536,96,Mechanical,WILSON AND DUFFERIN,Saturday,20,1
592,29,Operations - Operator,DUFFERIN AND LAWRENCE,Friday,14,1
32673,300,Emergency Services,WARDEN AND DANFORTH RD,Wednesday,5,9
22254,134,Operations - Operator,WASHBURN WAY AND SHEPP,Monday,8,6
24644,51,Mechanical,EGLINTON AND REDPATH,Thursday,10,7
25363,56,Mechanical,DONLANDS STATION,Monday,16,7
24213,29,Investigation,SPRINGHURST LOOP,Monday,17,7
32516,87,Utilized Off Route,SECORD AND BARRINGTON,Monday,20,9
19808,161,Vision,JANE AND ALLIANCE,Friday,20,6
26856,53,Mechanical,STEELES AND WILLOWDALE,Saturday,8,7
6990,29,Mechanical,DUFFERIN AND JANE OSLE,Wednesday,16,2
27975,114,Mechanical,CARLAW AND LAKESHORE,Sunday,14,8
10516,98,Mechanical,GRANTBROOK AND BLAKE,Thursday,15,3
5336,33,Security,ST CLAIR STATION,Wednesday,12,2
20545,53,Mechanical,STEELES EAST AND SHADL,Thursday,15,6
21469,73,Operations - Operator,ROYAL YORK STATION,Wednesday,12,6
16696,125,Mechanical,BATHURST AND DON LAKE,Tuesday,20,5
10933,929,Collision - TTC,DUFFERIN AND ALMA,Monday,18,4
21555,133,Mechanical,SCARBOROUGH CENTRE STA,Wednesday,16,6
3455,60,Mechanical,STEELES AND TORRESDALE,Saturday,1,1
12937,36,Mechanical,FINCH WEST STATION,Wednesday,7,4
34704,66,Security,OLD MILL STATION,Thursday,17,9
15015,160,Mechanical,BATHURST AND ALLINGHAM,Thursday,18,5
24868,52,General Delay,LAWRENCE AND KEELE,Friday,17,7
14399,43,Collision - TTC,NORTH SERVICE ROAD - K,Sunday,7,4
25399,300,Operations - Operator,KIPLING AND KINGSVIEW,Tuesday,5,7
22106,202,General Delay,CHERRY STREET AND CHER,Sunday,9,6
7508,46,Mechanical,KIPLING STATION,Monday,5,3
26360,96,Mechanical,YORK MILLS STATION,Tuesday,16,7
2405,929,Operations - Operator,DUFFERIN AND LAWRENCE,Friday,19,1
9031,39,Mechanical,FINCH AND KENNEDY,Saturday,8,3
24448,900,Operations - Operator,KIPLING STATION,Tuesday,0,7
16505,924,Utilized Off Route,VICTORIA PARK STATION,Monday,15,5
22458,12,Mechanical,BINGHAM LOOP,Tuesday,14,6
13690,29,Diversion,DUFFERIN AND QUEEN,Tuesday,16,4
3434,52,Mechanical,ST PHILLIPS AND DIXON,Saturday,20,1
24355,43,Mechanical,KENNEDY STATION,Tuesday,13,7
10189,32,Collision - TTC,EGLINTON STATION,Tuesday,9,3
26471,52,Operations - Operator,EGLINTON STATION,Wednesday,13,7
29460,900,Mechanical,QUEENSWAY GARAGE,Friday,15,8
22591,73,Mechanical,ROYAL YORK STATION,Wednesday,9,6
3766,43,Operations - Operator,KENNEDY AND 401,Wednesday,9,1
34622,9,Emergency Services,ST CLAIR AND BRIMLEY,Wednesday,23,9
33944,47,Operations - Operator,YORKDALE STATION,Friday,15,9
20489,47,Investigation,LANSDOWNE AND BLOOR,Thursday,10,6
20844,59,Mechanical,EGLINTON WEST STATION,Saturday,14,6
30556,510,Road Blocked - NON-TTC Collision,MOUNT DENNIS GARAGE,Sunday,4,8
31757,925,Mechanical,BROADVIEW STATION,Tuesday,15,9
20211,939,Mechanical,SCARBOROUGH CENTRE STA,Tuesday,11,6
19880,116,Cleaning - Unsanitary,NORTH SERVICE AND EGLI,Saturday,14,6
2085,925,Collision - TTC,PAPE STATION,Wednesday,11,1
9267,995,Mechanical,YORK MILLS STATION,Monday,15,3
2827,116,Collision - TTC,MORNINGSIDE AND ELLESM,Tuesday,18,1
18065,102,Utilized Off Route,SHEPPARD AND MARKHAM,Sunday,8,5
4146,108,General Delay,KEELE AND ST REGIS,Saturday,15,2
32910,44,Utilized Off Route,KIPLING STATION,Thursday,18,9
11154,25,Security,DON MILLS AND WYNFORD,Wednesday,15,4
34577,11,Mechanical,DAVISVILLE STATION,Wednesday,17,9
8347,927,Mechanical,STEELES AND MARTIN GRO,Monday,7,3
6192,64,Mechanical,COSBURN AND COXWELL,Thursday,6,2
13706,925,Emergency Services,DIXON AND KIPLING,Tuesday,18,4
14137,52,Utilized Off Route,LAWRENCE AND CORONA,Friday,13,4
11676,95,Cleaning - Unsanitary,RYLANDER AND KINGSTON,Sunday,15,4
32105,41,Mechanical,HIGHWAY 400 AND WILSON,Friday,13,9
31126,123,Cleaning - Unsanitary,KIPLING STATION,Thursday,17,8
27579,39,Mechanical,FINCH AND ADIRONDACK,Thursday,16,8
14572,39,General Delay,FINCH AND MCCOWAN,Monday,16,4
12245,168,Vision,AVON LOOP,Thursday,16,4
21585,100,Mechanical,WYNFORD AND DON MILLS,Wednesday,18,6
7490,95,Operations - Operator,MALVERN GARAGE,Sunday,18,3
22136,85,Mechanical,SHEPPARD AND MURISON,Sunday,13,6
14052,89,Vision,2745 WESTON RD,Thursday,0,4
3300,59,Investigation,LAWRENCE WEST STATION,Friday,17,1
30432,133,Mechanical,BELLAMY AND ELLESMERE,Saturday,8,8
5357,38,Operations - Operator,SCARBOROUGH CENTRE STA,Wednesday,15,2
27110,52,Collision - TTC,LAWRENCE AND LITTLE,Monday,13,7
16585,986,Mechanical,MALVERN GARAGE,Tuesday,6,5
1647,73,Security,ALBION AND CALSTOCK DR,Saturday,14,1
28251,339,Utilized Off Route,VICTORIA PARK STATION,Tuesday,1,8
445,165,Mechanical,WESTON AND FINCH,Thursday,14,1
9924,102,Operations - Operator,WARDEN STATION,Saturday,17,3
16495,63,Utilized Off Route,SUNNYSIDE LOOP,Monday,15,5
20761,35,Operations - Operator,JANE AND TRETHEWEY,Friday,19,6
48,19,Diversion,BAY AND WELLESLEY,Monday,19,1
32076,952,Vision,DIXON AND MARTIN GROVE,Friday,8,9
19414,96,Mechanical,WILSON AND WENDELL,Wednesday,8,6
31065,100,Collision - TTC,BROADVIEW STATION,Thursday,10,8
31188,35,Operations - Operator,JANE AND TRETHEWEY,Thursday,0,8
34808,102,Operations - Operator,MARKHAM AND PASSMORE,Friday,16,9
12384,79,Investigation,SCARLETT AND BERNICE,Friday,16,4
17759,17,Collision - TTC,BIRCHMOUNT AND BERTRAN,Thursday,16,5
19460,110,Mechanical,KIPLING AND HORNER,Wednesday,14,6
8933,32,Operations - Operator,EGLINTON AND GLENHOME,Friday,14,3
